Date,Open,High,Low,Close,Volume,20 Day Moving Average,10 Day Moving Average,5 Day Moving Average,MACD Line,MACD Signal Line,MACD Histogram,Relative Strength (RS),Relative Strength Index (RSI),Upper Bollinger Band,Lower Bollinger Band,Stochastic Oscillator,Moving Average Stochastic Oscillator,On-Balance Volume,Accumulation/Distribution Line,Directional Index,Average Directional Index ,Tenkan-sen (Conversion Line),Kijun-sen (Base Line),Volume Weighted Average Price,Stop and Reverse (SAR),Acceleration Factor,Extreme Point,Rate of Change,20-day Chaikin Money Flow,Williams R Percent,Aroon Up Indicator,Aroon Down Indicator,Relative Vigor Index,Signal Line (Relative Vigor Index),Money Flow Index,Pivot Point,First Resistance,First Support,Second Resistance,Second Support
2/5/2025,321,323.05,318.4,319.6,12226722,319.945,320.595,319.39,-4.958913617,-5.903547679,0.9446340617,0.8144654088,44.88734835,335.8123083,304.0776917,45.54744526,36.93430657,-78479268,-136868367.8,20.62991231,30.20351882,307.925,315.8,371.5971508,362.0430103,0.02,323.05,-1.812596006,0.06951278295,-54.45255474,-268,-244,0.03811149033,-0.02143974426,50.64182771,320.35,322.3,317.65,325,315.7
2/6/2025,322.6,322.7,311.4,312.8,13384442,319.5675,319.51,317.35,-5.219203212,-5.766678785,0.5474755735,0.6541450777,39.54581049,335.7503459,303.3846541,25.69343066,38.44282238,-91863710,-146936310.9,28.40758359,30.07523773,307.75,315.8,371.0509393,361.2631501,0.02,311.4,-4.093208646,0.06967714459,-74.30656934,-276,-252,-0.097170315,-0.03096474504,45.10050943,315.6333333,319.8666667,308.5666667,326.9333333,304.3333333
2/7/2025,313.5,319.25,312.1,316.95,8937447,320.0025,318.84,315.94,-5.032601576,-5.619863343,0.5872617677,0.5051813472,33.56282272,335.3506175,304.6543825,37.81021898,36.35036496,-82926263,-143748829.8,28.40758359,29.95611958,306.025,315.8,370.6951273,360.2658871,0.02,319.25,-5.683678024,0.1319730495,-62.18978102,-280,-260,-0.04838709677,-0.04671162316,42.0137618,316.1,320.1,312.95,323.25,308.95
2/10/2025,316.5,316.85,309,310.5,6806132,320.6175,317.67,315.79,-5.343582042,-5.564607083,0.2210250409,0.5855855856,36.93181818,332.9831262,308.2518738,25.0965251,29.53339158,-89732395,-147953892.3,31.83815964,30.09055101,309.975,318.35,370.407696,359.4455694,0.02,309,-4.255319149,0.2155311282,-74.9034749,-244,-268,-0.09966960352,-0.06945345262,43.62618912,312.1166667,315.2333333,307.3833333,319.9666667,304.2666667
2/11/2025,312.35,312.35,304.15,305.6,13241830,320.3775,316.405,313.09,-5.917215376,-5.635128742,-0.2820866343,0.5371900826,34.94623656,333.7254143,307.0295857,6.177606178,23.02811675,-102974225,-156512636,36.93013898,30.57909301,311.275,318.75,369.8115663,358.436658,0.02,304.15,-5.210918114,0.1345222779,-93.82239382,-252,-276,-0.1386554622,-0.08129265639,43.22390399,307.3666667,310.5833333,302.3833333,315.5666667,299.1666667
2/12/2025,306.2,307.5,300,306.25,7616083,319.6225,314.905,310.42,-6.247358696,-5.757574733,-0.4897839633,0.520661157,34.23913043,334.3732886,304.8717114,20.90301003,17.39238044,-95358142,-151435247.4,40.99219428,31.32288596,311.275,323.325,369.4587236,357.3509248,0.02,307.5,-5.37617797,0.1184936943,-79.09698997,-260,-284,-0.1570197044,-0.08710337877,39.22954944,304.5833333,309.1666667,301.6666667,312.0833333,297.0833333
2/13/2025,306.15,308.6,303.1,306.7,9086906,318.6825,313.275,309.2,-6.398925585,-5.885844903,-0.5130806822,0.5330578512,34.77088949,334.2307703,303.1342297,25,17.3602054,-86271236,-148626567.3,38.44690884,31.83174473,311.275,330.4,369.0526416,356.3539063,0.02,308.6,-5.237138885,0.1104994988,-75,-268,-292,-0.1597779149,-0.09313813556,39.60970461,306.1333333,309.1666667,303.6666667,311.6333333,300.6333333
2/14/2025,306.85,308.25,298.35,300.35,7446248,317.3925,310.91,305.88,-6.95130505,-6.098936933,-0.8523681178,0.4696601942,31.95706028,334.5318138,300.2531862,7.029876977,17.64429567,-93717484,-153064230.3,43.21415041,32.64477371,311.275,332.125,368.7037895,355.3988282,0.02,298.35,-6.781502173,0.09197281914,-92.97012302,-276,-300,-0.2553191489,-0.1097343075,41.2366577,302.3166667,306.2833333,296.3833333,312.2166667,292.4166667
2/17/2025,297.5,303.2,292.8,302.35,6464173,315.7075,310.02,304.25,-7.145319673,-6.308213481,-0.8371061927,0.5731543624,36.4334471,331.712311,299.702689,28.08823529,20.03937076,-87253311,-147656701,48.256756,33.7599153,311.275,332.125,368.3909412,354.2578516,0.02,303.2,-4.99607227,0.05321382866,-71.91176471,-284,-208,-0.2094430993,-0.1125716215,45.56705047,299.45,306.1,295.7,309.85,289.05
2/18/2025,301.15,312.4,297.5,311.2,15793327,315.0525,309.23,305.37,-6.509914382,-6.348553661,-0.1613607209,0.7302013423,42.20325834,330.6435729,299.4614271,54.11764706,29.74525311,-71459984,-134407265.6,27.9704046,33.34637882,313.625,334.475,367.72113,353.2366946,0.02,312.4,-3.128404669,0.1620542094,-45.88235294,-292,-216,-0.1316542645,-0.1258985119,45.25253591,307.0333333,316.5666667,301.6666667,321.9333333,292.1333333
2/19/2025,311.2,316.35,310.6,314.8,13079903,314.6725,308.75,307.08,-5.650723177,-6.208987564,0.5582643867,0.7798657718,43.81598793,329.8751824,299.4698176,65.76980568,49.32522934,-58380081,-128379136.3,20.35574938,32.41847672,318.15,339,367.2390442,352.4199607,0.02,316.35,-2.53869969,0.1844542833,-34.23019432,-300,-224,-0.07348784624,-0.1370584456,46.09808428,313.9166667,317.2333333,311.4833333,319.6666667,308.1666667
2/20/2025,312.55,327.15,311.5,325.15,22888146,314.7475,309.985,310.77,-4.087530944,-5.78469624,1.697165296,1.030872483,50.76007931,330.1501476,299.3448524,94.1775837,71.35501215,-35491935,-111340995.7,2.412362232,30.27518283,318.15,339,366.5293802,351.6985615,0.02,327.15,0.3549382716,0.2284926609,-5.822416303,-308,-232,0.1713362069,-0.1102077934,57.59989078,321.2666667,331.0333333,315.3833333,336.9166667,305.6166667
2/21/2025,323.3,329.75,321.55,326.25,10809296,314.8775,310.915,315.95,-2.728476847,-5.173452362,2.444975514,1.612244898,61.71875,330.6362895,299.1187105,90.52774019,83.49170986,-24682639,-109759147.5,1.398771498,28.21258202,322.675,339,366.2349636,351.2075903,0.02,329.75,4.819277108,0.2497420509,-9.472259811,-316,-240,0.1640916356,-0.08895992014,66.23257026,325.85,330.15,321.95,334.05,317.65
2/24/2025,322.1,325.4,319.45,320.1,6034113,314.7725,311.875,319.5,-2.123195412,-4.563400972,2.44020556,1.032626427,50.80256822,330.3528343,299.1921657,73.88362652,86.1963168,-30716752,-114474882.9,1.78051799,26.32457745,322.675,339,366.0555559,350.7784385,0.02,319.45,0.3133813851,0.2138035037,-26.11637348,-324,-248,0.2109842306,-0.05789453673,60.87484308,321.65,323.85,317.9,327.6,315.7
2/25/2025,320.1,321.5,315.75,318.7,10686112,314.795,313.185,321,-1.736457017,-3.998012181,2.261555164,0.9719188768,49.28797468,330.3977629,299.1922371,70.0947226,78.16869644,-41402864,-114196114.7,7.295754213,24.96537579,322.675,339,365.7201239,350.1518697,0.02,315.75,-0.2816020025,0.1982590494,-29.9052774,-320,-256,0.2765363128,-0.01637535923,53.3179106,318.65,321.55,315.8,324.4,312.9
2/27/2025,315.35,319.3,314.5,315.7,7302366,314.5175,314.13,321.18,-1.652984406,-3.529006626,1.87602222,1.102654867,52.44107744,329.831624,299.203376,61.97564276,68.65133063,-48705230,-117847297.7,9.151745943,23.8358308,322.675,339,365.4832774,349.4638323,0.02,314.5,0.9271099744,0.1425158503,-38.02435724,-328,-264,0.28859447,0.02818605822,55.54557723,316.5,318.5,313.7,321.3,311.7
2/28/2025,314,315.65,306.55,311.45,21127180,313.94,314.605,318.44,-1.907779546,-3.20476121,1.296981664,0.8307692308,45.37815126,328.7707504,299.1092496,50.47361299,60.84799278,-69832410,-116222130.1,20.10709953,23.56949285,322.675,339,364.7381503,348.7645556,0.02,306.55,-1.735289478,0.1582063998,-49.52638701,-336,-272,0.2428097345,0.06844482315,45.63936921,311.2166667,315.8833333,306.7833333,320.3166667,302.1166667
3/3/2025,311.3,317.8,307.7,314.4,9779703,313.46,316.01,316.07,-1.850336655,-2.933876299,1.083539643,1.149712092,53.48214286,327.5212794,299.3987206,58.45737483,56.96887686,-60052707,-113026781.5,16.03195118,23.03109702,323.25,339.575,364.4132759,347.9202645,0.02,317.8,1.256038647,0.1467883661,-41.54262517,-264,-280,0.3482339956,0.1288001376,50.85895247,313.3,318.9,308.8,323.4,303.2
3/4/2025,311.3,314.9,308,313.75,8734999,313.585,317.15,314.8,-1.836096936,-2.714320426,0.8782234904,1.373853211,57.87439614,327.6079549,299.5620451,56.69824087,55.2097429,-68787706,-107203448.9,16.03195118,22.53115803,323.4,339.725,364.1204789,347.3178592,0.02,308,2.666884817,0.1460742463,-43.30175913,-272,-288,0.3346727899,0.1832117265,52.24874546,312.2166667,316.4333333,309.5333333,319.1166667,305.3166667
3/5/2025,313.55,327.3,313.5,326.2,10493615,313.94,318.65,316.3,-0.8108538858,-2.333627118,1.522773232,1.915137615,65.69630212,328.8802882,298.9997118,90.39242219,68.51601263,-58294091,-98382729.03,5.430464114,21.30967989,326.15,342.475,363.8407661,346.5315021,0.02,327.3,6.514285714,0.1467498759,-9.607577808,-280,-296,0.3691860465,0.2332957576,57.88002702,322.3333333,331.1666667,317.3666667,336.1333333,308.5333333
3/6/2025,329,338.8,323.2,337.9,26294903,314.855,320.96,320.74,0.9349730496,-1.679907085,2.614880134,2.431192661,70.85561497,333.125249,296.584751,98.04347826,81.71138044,-31999188,-75121853.29,20.17699631,21.22877392,333.55,347.325,363.33695,346.146872,0.02,338.8,10.1728073,0.2616300974,-1.956521739,-256,-304,0.386541471,0.2792986893,62.36455381,333.3,343.4,327.8,348.9,317.7
3/7/2025,335.85,338.75,328.7,329.55,8992315,315.6925,321.4,324.36,1.626034346,-1.018718799,2.644753145,2.226890756,69.01041667,335.0682927,296.3167073,79.89130435,89.4424016,-40991503,-82593080.19,20.17699631,21.15364695,334.2,347.575,363.1630253,345.9999346,0.02,328.7,9.72199101,0.2778027637,-20.10869565,-264,-312,0.2011080332,0.282275872,61.55677237,332.3333333,335.9666667,325.9166667,342.3833333,322.2833333
3/10/2025,329.45,334.95,326.3,329.4,11383132,316.315,321.715,327.36,2.136968019,-0.3875814351,2.524549454,2.129436326,68.04536358,336.6377407,295.9922593,77.23970944,85.05816402,-52374635,-85817204.28,15.80627121,20.77169154,338.775,347.575,362.9307124,345.6539359,0.02,326.3,8.946585084,0.2475070761,-22.76029056,-272,-320,0.1670341786,0.2825701263,59.64639714,330.2166667,334.1333333,325.4833333,338.8666667,321.5666667
3/11/2025,327,333.25,323.7,330.3,10299324,317.305,322.735,330.67,2.584714138,0.2068776796,2.377836459,1.797494781,64.25373134,338.3512123,296.2587877,73.64341085,76.92480821,-42075311,-81880813.43,11.09255022,20.0803243,345.85,347.575,362.7161389,345.2668572,0.02,333.25,6.137532134,0.2781395788,-26.35658915,-280,-328,0.2168610817,0.2831578114,52.70186396,329.0833333,334.4666667,324.9166667,338.6333333,319.5333333
3/12/2025,331,334.8,326.4,330.15,6984859,318.5325,323.88,331.46,2.894091136,0.7443203709,2.149770765,1.636929461,62.07710464,339.5679657,297.4970343,73.17829457,74.68713829,-49060170,-82629191.18,13.35672367,19.60006711,348.925,347.725,362.5780103,345.02652,0.02,326.4,4.876111817,0.3194314658,-26.82170543,-288,-336,0.2166064982,0.2771648299,51.16943216,330.45,334.5,326.1,338.85,322.05
3/13/2025,332,334.55,328.45,331.9,8965150,319.815,325.5,330.26,3.243100566,1.24407641,1.999024156,1.280082988,56.14194722,340.8251003,298.8048997,78.60465116,75.14211886,-40095020,-81453433.8,13.35672367,19.15411401,349.95,347.725,362.4089106,344.6539896,0.02,334.55,2.075964939,0.3008084504,-21.39534884,-296,-344,0.2091603053,0.2692214135,46.98474,331.6333333,334.8166667,328.7166667,337.7333333,325.5333333
3/17/2025,332.95,334.5,330.5,331.65,4353562,321.0625,327.52,330.68,3.459639572,1.687189042,1.772450529,1.221765914,54.99075786,341.7542445,300.3707555,77.82945736,76.5374677,-44448582,-83303697.65,13.35672367,18.7400147,350.975,347.725,362.3290029,344.4519098,0.02,330.5,1.655172414,0.2866139018,-22.17054264,-304,-352,0.2340311326,0.2683435533,44.74032399,332.2166667,333.9333333,329.9333333,336.2166667,328.2166667
3/18/2025,333.3,337.9,331.35,337.35,8580255,322.9125,329.815,332.27,4.044567401,2.158664714,1.885902687,1.947802198,66.07642125,342.3873387,303.4376613,95.50387597,83.97932817,-35868327,-76164401.51,19.00761552,18.75912904,351.4,347.725,362.1899585,344.1728716,0.02,337.9,5.388940956,0.3357390367,-4.496124031,-312,-360,0.25390625,0.2589107787,49.66155111,335.5333333,339.7166667,333.1666667,342.0833333,328.9833333
3/19/2025,339,343.9,336.35,341.3,30582397,324.86,332.57,334.47,4.77185197,2.681302165,2.090549805,2.345238095,70.10676157,343.4466845,306.2733155,93.03882195,88.79071843,-5285930,-66645377.28,27.93937776,19.4148611,353.9,347.725,361.7963846,344.0474142,0.02,343.9,7.091308441,0.3199946021,-6.961178046,-288,-368,0.2504155125,0.250485051,61.82907667,340.5166667,344.6833333,337.1333333,348.0666667,332.9666667
3/20/2025,344.7,344.7,340.3,341.75,15002119,326.3875,334.125,336.79,5.323179174,3.209677567,2.113501607,2.887681159,74.277726,345.2664461,307.5085539,92.26736566,93.60335453,9716189,-71759736.03,29.0626661,20.10399002,355.875,347.725,361.6238018,344.0444659,0.02,344.7,8.251504593,0.2482334405,-7.732634338,-292,-376,0.08658008658,0.222224455,67.49566499,342.25,344.2,339.8,346.65,337.85
3/21/2025,342,353.85,341.75,351.3,36406837,328.2125,335.465,340.67,6.456291038,3.859000261,2.597290777,5.172774869,83.79983036,349.3023797,307.1226203,94.47453954,93.26024239,46123026,-50697929.5,40.4889861,21.56006117,356.6,347.725,361.3582866,344.0575766,0.02,353.85,12.79499117,0.2817595173,-5.525460455,-296,-384,0.09566903685,0.1931372116,80.48975548,348.9666667,356.1833333,344.0833333,361.0666667,336.8666667
3/24/2025,357,368,353.65,366.95,24588471,330.3025,339.205,347.73,8.518913826,4.790982974,3.727930852,6.502617801,86.67131891,357.5115247,303.0934753,98.25,94.99730174,70711497,-29707771.33,53.07654537,23.81123862,359.25,347.725,361.3793585,344.2534251,0.02,368,16.71437659,0.2942790773,-1.75,-300,-392,0.2896509492,0.2019915031,82.08181736,362.8666667,372.0833333,357.7333333,377.2166667,348.5166667
3/25/2025,369,371.45,364.15,366.95,23189083,332.3375,342.96,353.65,10.03784719,5.840355817,4.197491374,6.97752809,87.46478873,363.9947578,300.6802422,92.23468507,94.98640821,70711497,-35107968.74,55.54546843,26.07796932,347.725,347.725,361.459165,344.7283566,0.02,364.15,16.9561753,0.2576128486,-7.765314927,-304,-400,0.2696139477,0.2122494801,86.93517235,367.5166667,370.8833333,363.5833333,374.8166667,360.2166667
3/26/2025,366.95,369,353.3,354.65,18668095,334.065,345.395,356.32,10.1323067,6.698745994,3.433560704,2.341981132,70.07762879,366.6671326,301.4628674,65.18134715,85.22201074,52043402,-50565627.02,32.01934011,26.50235295,346.5,346.5,361.4335157,345.1167894,0.02,353.3,8.721643164,0.2113300147,-34.81865285,-312,-404,0.06998264893,0.1975616368,79.18809536,358.9833333,364.6666667,348.9666667,374.6833333,343.2833333
3/27/2025,353.9,364.45,351,360.65,37930538,336.1625,348.445,360.1,10.56947803,7.472892401,3.096585629,2.073113208,67.45970837,369.9776613,302.3473387,77.38219895,78.26607706,89973940,-34067958.07,27.61307079,26.58168993,344.225,346.225,361.3771626,345.2804536,0.02,364.45,6.732761172,0.2430638334,-22.61780105,-320,-384,0.1491803279,0.1908190197,64.49618504,358.7,366.4,352.95,372.15,345.25
3/28/2025,362,364.3,356.45,357.6,11327077,338.2575,351.015,361.36,10.54823645,8.08796121,2.460275236,2.764150943,73.43358396,371.9262623,304.5887377,70.9947644,71.1861035,78646863,-42076273.66,27.61307079,26.65536,344.15,346.225,361.3653709,345.6638446,0.02,356.45,8.511606736,0.2270744529,-29.0052356,-328,-392,0.1002680965,0.1799297989,68.38070237,359.45,362.45,354.6,367.3,351.6
4/1/2025,352.35,362.9,350.85,352.15,18736320,340.2925,353.065,358.4,9.976628522,8.465694672,1.51093385,2.073113208,67.45970837,372.0019254,308.5830746,59.58115183,69.31937173,59910543,-56769902.21,16.62191861,25.93868561,346.225,346.225,361.304598,345.8795677,0.02,350.85,6.906496661,0.1794552616,-40.41884817,-336,-400,0.1031589339,0.166842579,66.17211716,355.3,359.75,347.7,367.35,343.25
4/2/2025,352.15,353.45,347.05,351.75,13593404,342.16,354.505,355.36,9.383184952,8.649192728,0.7339922237,1.993055556,66.58932715,371.7792256,312.5407744,56.27081021,62.28224215,46317139,-50397994.08,9.716346694,24.77994712,346.225,346.225,361.2284265,345.9789763,0.02,347.05,6.494096276,0.1868922145,-43.72918979,-344,-408,0.05931784478,0.1473837385,65.17087005,350.75,354.45,348.05,357.15,344.35
4/3/2025,351.75,361.35,351.75,358.9,10317410,344.4175,356.265,356.21,9.381675773,8.795689337,0.5859864362,2.34032634,70.0628053,371.7106122,317.1243878,70.81395349,62.22197184,56634549,-45346762.1,20.28431347,24.45883043,346.225,346.225,361.2072068,346.0003968,0.02,361.35,8.708162956,0.1837206187,-29.18604651,-352,-416,0.1051356589,0.1328557531,65.69003405,357.3333333,362.9166667,353.3166667,366.9333333,347.7333333
4/4/2025,358.85,358.85,348.55,350.4,10872963,345.6275,357.13,354.16,8.595517007,8.755654871,-0.1601378645,1.61769616,61.79846939,371.6354841,319.6195159,48.5958486,58.5602041,45761586,-52313903.44,14.44084198,23.74325982,346.225,346.225,361.1580737,346.3073889,0.02,348.55,5.573968063,0.1366750814,-51.4041514,-360,-424,0.0490375802,0.1291015025,61.89933561,352.6,356.65,346.35,362.9,342.3
4/7/2025,328,351.4,324,349.8,18025165,346.2225,356.98,352.6,7.833762793,8.571276455,-0.7375136623,1.599009901,61.52380952,372.0298322,320.4151678,54.37302424,57.92760877,27736421,-36393867.2,18.33662896,23.35707191,346.225,346.225,360.9759745,346.3522411,0.02,324,5.472636816,0.1177863917,-45.62697576,-368,-432,0.143488746,0.1338834734,57.44909886,341.7333333,359.4666667,332.0666667,369.1333333,314.3333333
4/8/2025,356.85,358.25,350,352.95,17506712,347.3925,355.58,352.76,7.398955215,8.336812207,-0.9378569922,1.514851485,60.23622047,372.1162213,322.6687787,61.01159115,54.66015466,45243133,-41380627.59,8.959234234,22.32865493,358.325,349.525,360.9106255,345.9051963,0.02,358.25,4.624277457,0.1221787127,-38.98840885,-376,-436,0.0338123415,0.1082996126,58.84000986,353.7333333,357.4666667,349.2166667,361.9833333,345.4833333
4/9/2025,354,354.8,348.2,349.35,7462119,348.39,353.82,352.28,6.686795942,8.006808954,-1.320013012,1.237463127,55.30652604,371.6220015,325.1579985,53.42465753,56.26975764,37781014,-46242311.18,10.9560322,21.51632473,358.325,349.525,360.871826,346.1520923,0.02,348.2,2.358628772,0.1187038373,-46.57534247,-384,-440,0.0119047619,0.08252869405,52.61365501,350.7833333,353.3666667,346.7666667,357.3833333,344.1833333
4/11/2025,351,361.5,351,360.1,11246077,349.88,354.365,352.52,6.910183453,7.787483854,-0.8773004013,1.541297935,60.65002902,372.0238931,327.7361069,76.0800843,63.50544433,49027091,-37995188.05,1.989193424,20.12152964,359.725,349.525,360.8526605,346.1930505,0.02,361.5,5.369422092,0.1312610141,-23.9199157,-392,-444,0.2028469751,0.09581512666,52.04294213,357.5333333,364.0666667,353.5666667,368.0333333,347.0333333
4/15/2025,367,368.45,361.55,362.5,17497327,351.4975,354.55,354.94,7.19790662,7.669568407,-0.4716617876,1.330383481,57.08860759,372.2559472,330.7390528,81.13804004,70.21426063,66524418,-50674410.51,6.45581209,19.14540696,359.775,349.525,360.8819987,346.4991895,0.02,368.45,3.188158269,0.09266255039,-18.86195996,-400,-448,0.1091166745,0.09180876133,48.51690553,364.1666667,366.7833333,359.8833333,371.0666667,357.2666667
4/16/2025,362.5,363,357.9,359.3,11541484,352.8675,354.72,356.84,7.086032672,7.55286126,-0.4668285881,0.7938005391,44.25244177,371.7081971,334.0268029,74.39409905,77.20407446,54982934,-55879393.49,1.693354755,17.8988318,359.65,349.4,360.8772652,346.9382057,0.02,357.9,-2.084752691,0.07360973604,-25.60590095,-408,-444,0.1236663434,0.09414858601,40.39338732,360.0666667,362.2333333,357.1333333,365.1666667,354.9666667
4/17/2025,359.25,365.45,357.25,364,12288196,354.485,355.905,359.05,7.292558409,7.50080069,-0.2082422808,0.9204851752,47.92982456,371.0763135,337.8936865,88.88888889,81.47367599,67271130,-47937022.91,4.772855996,16.9612621,359.65,349.4,360.8855958,347.1574416,0.02,365.45,-0.8039242404,0.09952293681,-11.11111111,-416,-452,0.1783375315,0.1016664458,37.25382507,362.2333333,367.2166667,359.0166667,370.4333333,354.0333333
4/21/2025,365.8,368.2,361.8,364.55,7375594,355.845,357.185,362.09,7.415134888,7.48366753,-0.06853264152,1.399193548,58.31932773,370.9114807,340.7785193,91.22609674,84.83636156,74646724,-48974215.81,8.247163849,16.33882651,357.9,349.4,360.9001597,347.5232928,0.02,368.2,2.791484562,0.0767743004,-8.773903262,-424,-460,0.1697732997,0.1127119913,42.96462277,364.85,367.9,361.5,371.25,358.45
4/22/2025,367.05,367.05,359.7,360.25,12077119,356.7925,357.32,362.12,7.083647686,7.403663561,-0.3200158747,0.9862542955,49.65397924,370.3115811,343.2734189,81.55230596,87.22243053,62569605,-59243874.83,5.093928057,15.53561948,356.3,348.825,360.9087294,347.9368269,0.02,359.7,-0.1109108554,0.02205111253,-18.44769404,-432,-400,0.02989690722,0.1051881161,49.1555595,362.3333333,364.9666667,357.6166667,369.6833333,354.9833333
4/23/2025,362.95,364.25,357.9,363.8,9719205,357.895,358.66,362.38,7.026401044,7.328211058,-0.3018100132,1.238003839,55.31732419,369.7418695,346.0481305,89.53880765,87.43907012,72288810,-50902194.94,2.342033082,14.59322045,353.225,348.525,360.9138757,348.1720904,0.02,364.25,1.733780761,0.06313403712,-10.46119235,-440,-408,0.1311123052,0.1133955886,43.17208738,361.9833333,366.0666667,359.7166667,368.3333333,355.6333333
4/24/2025,363.75,366.45,361.6,363.2,7491123,358.49,360,363.16,6.853613493,7.233291545,-0.379678052,1.521226415,60.33676333,370.1358531,346.8441469,88.18897638,86.42669666,64797687,-53450721.32,5.595756303,13.95054444,351.725,348.525,360.9243057,348.4936486,0.02,361.6,3.137867386,-0.009131730077,-11.81102362,-448,-416,-0.1439716312,0.08464955089,50.59630078,363.75,365.9,361.05,368.6,358.9
4/25/2025,363.2,365.8,351.1,356.45,9785640,357.965,360.35,361.65,6.101673234,7.006967883,-0.9052946483,1.170598911,53.92976589,368.9319408,346.9980592,73.00337458,83.57705287,55012047,-56113480.51,9.843345089,13.65717306,351.4,348.05,360.9092886,348.7557756,0.02,351.1,1.336176262,-0.09211808552,-26.99662542,-456,-424,-0.1689408707,0.06437422967,51.69563344,357.7833333,364.4666667,349.7666667,372.4833333,343.0833333
4/28/2025,353.7,362.9,353.7,361.5,5315840,357.6925,361.565,361.04,5.845860516,6.774746409,-0.928885893,1.094373866,52.25303293,367.9684953,347.4165047,84.36445444,81.85226847,60327887,-52415504.86,9.843345089,13.38475677,347.475,345.675,360.9052925,348.8026601,0.02,362.9,0.724435776,-0.06439356733,-15.63554556,-464,-432,-0.006913890635,0.06249236441,50.17756771,359.3666667,365.0333333,355.8333333,368.5666667,350.1666667
4/29/2025,364,364.35,354.1,356.95,9472828,357.8075,361.25,360.38,5.215854991,6.462968126,-1.247113135,1.277542373,56.09302326,367.9911957,347.6238043,74.12823397,77.16535433,50855059,-56620516.31,7.33004167,12.95227712,347.475,344.6,360.894087,349.0846069,0.02,354.1,1.869292237,-0.02332552336,-25.87176603,-472,-440,-0.210592686,0.0211483983,50.56952114,358.4666667,362.8333333,352.5833333,368.7166667,348.2166667
4/30/2025,357,361,352,354.55,16739088,357.5025,360.455,358.53,4.471367983,6.064648097,-1.593280114,1.187007874,54.27542754,367.6931291,347.3118709,31.35802469,63.28357104,34115971,-63874121.11,10.52317969,12.77877016,345.8,342.925,360.8534605,349.1849147,0.02,352,1.357918811,-0.1250307338,-68.64197531,-480,-448,-0.17997543,-0.007760812149,50.75339361,355.85,359.7,350.7,364.85,346.85
5/2/2025,354.55,358,347.6,348.45,8221620,357.045,359.37,355.58,3.350514995,5.521821477,-2.171306482,0.8571428571,46.15384615,368.0093873,346.0806127,4.076738609,36.52099909,25894351,-70751822.46,16.97808029,13.07872089,344.3,341.425,360.8160132,349.2412164,0.02,347.6,-1.274968126,-0.1218756839,-95.92326139,-488,-456,-0.2024221453,-0.04036966102,42.16492311,351.35,355.1,344.7,361.75,340.95
5/5/2025,351,352,345.55,348.6,9492646,356.8675,357.83,354.01,2.446137127,4.906684607,-2.46054748,0.9731182796,49.31880109,368.2716671,345.4633329,13.31877729,16.2511802,35386997,-71266927.28,19.87819779,13.56439781,341.3,338.425,360.7612161,349.2083921,0.02,352,-0.2146844139,-0.06413433473,-86.68122271,-496,-464,-0.2907592702,-0.08727934118,41.61668739,348.7166667,351.8833333,345.4333333,355.1666667,342.2666667
5/6/2025,349,349.5,340,341.8,8904223,356.37,355.555,350.07,1.167252619,4.158798209,-2.99154559,0.4726224784,32.09393346,369.4579776,343.2820224,6.326889279,7.907468394,26482774,-76796918.4,27.28406964,14.54437437,340.2,338.025,360.6893252,349.2642243,0.02,340,-5.081921688,-0.119261986,-93.67311072,-500,-472,-0.3480976718,-0.1390664383,34.69409826,343.7666667,347.5333333,338.0333333,353.2666667,334.2666667
5/7/2025,338,343.7,337,342.05,8465490,355.5275,353.735,347.09,0.1719185728,3.361422282,-3.189503709,0.4106628242,29.1113381,370.0233606,341.0316394,16.18589744,11.94385467,34948264,-72500998.11,30.99691569,15.71955589,340.2,338.025,360.6101222,349.0789398,0.02,343.7,-5.64137931,-0.1237092447,-83.81410256,-464,-480,-0.2265446224,-0.1647105913,24.12089367,340.9166667,344.8333333,338.1333333,347.6166667,334.2166667
5/8/2025,341.05,343.1,338.4,340,14286109,355.0075,351.355,344.18,-0.7733934983,2.534459126,-3.307852624,0.4247391952,29.81171548,370.951622,339.063378,9.615384615,10.70939044,20662155,-77060394.6,30.99691569,16.81079588,340.2,338.025,360.475093,348.971361,0.02,338.4,-5.371555803,-0.1110138215,-90.38461538,-472,-488,-0.2530612245,-0.2031279443,23.77578888,340.5,342.6,337.9,345.2,335.8
5/9/2025,334.2,338.75,330.6,334.75,11322011,354.255,348.51,341.44,-1.924012432,1.642764814,-3.566777246,0.2461340206,19.75180972,372.4899837,336.0200163,11.03723404,12.27950536,9340144,-76852014.02,40.2034508,18.4816998,340.2,338.025,360.3386605,348.7599338,0.02,330.6,-8.035714286,-0.1871239186,-88.96276596,-480,-496,-0.2313307131,-0.2118638525,14.99013338,334.7,338.8,330.65,342.85,326.55
5/12/2025,340.4,349.2,338.1,348.55,7978210,354.035,347.72,341.43,-1.702713733,0.9736691048,-2.676382838,0.587628866,37.01298701,372.4416378,335.6283622,49.24554184,23.29938683,17318354,-69808188.98,17.57088163,18.41664136,341.225,338.025,360.282714,348.3967351,0.02,349.2,-4.388972706,-0.1375425456,-50.75445816,-488,-504,-0.06670567583,-0.201640333,15.10088752,345.2833333,352.4666667,341.3666667,356.3833333,334.1833333
